ProcessDefId,DatabaseName,DatabaseType,UserId,PWD,TABLEName,ExtObjID,HostName,Service,Port,SecurityFlag,SortingColumn,ProcessVariantId,HistoryTableName
"4","online","local"," "," ","NG_CC_CHECKLIST","29"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_DocMandatoryList","30"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_DocNonMandatoryList","31"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_BalTransferDetails","32"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_Remarks","33"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_DeviationGrid","34"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_OffVerification","35"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_MblVerification","36"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_ResiVerification","37"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_HCountryVerification","38"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_BussVerification","39"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_FControlUnit","40"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_CDetails","41"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_SuppCDetails","42"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_IMoneyDetails","43"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_CFinancialDetails","44"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_OtherDetails1","45"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_DDSDetails","46"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_Bifocated","47"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_FINACLECRM","48"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_AppDetails","49"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_AECB","50"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_Decision1","51"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_MailingAddDetails","52"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_AltContctDetails","53"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_RAKBankReltn","54"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_BankStmtDetails","55"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_MandatoryList","56"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_FinancialSummary","57"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_CustomerSearch","58"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_ExistingProducts","59"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_IdentificationDocuments","60"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_PhoneAndEmailDetails","61"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_GroupDetails","62"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_depupeREPORT","63"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_caseHistCheck","64"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_creditCardEnq","65"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_CustomerDocument","66"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_Age_Proof_GR","67"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_Id_Proof_GR","68"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_RemarksHistory","69"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_IncomeDetail","70"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_le_Customer","71"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_le_EmpDetails","72"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_le_IncomeDetails","73"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_le_Product","74"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_le_ProductGrid","75"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_Desicion_History","76"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_MiscFields","77"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_EligAndProdInfo","78"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_le_SupplementCardDetails","79"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_Notepad","80"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_Customer","81"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_Product","82"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_Product","83"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_EmpDetails","84"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_Externalliability","85"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_CardExternalLiability","86"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_productExternalLiability","87"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_AddressDetails","88"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_AddressDetails","89"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_decisionHistory","90"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_IncomeDetails","91"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_AltContactDetails","92"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_SupplementCardDetails","93"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_FinacleCRM_Incident","94"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_FinacleCRMIncident","95"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_FinacleCRMCustInfo","96"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_FinacleCRMCustInfo","97"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_MOL","98"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_WorldCheck","99"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_RejectEnq","100"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_RejectEnq","101"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_SalaryEnq","102"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_SalaryEnq","103"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_FinacleCore","104"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_FinacleCore","105"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_Details","106"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_NotepadDetails","107"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_CustDetailVerification","108"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GuarantorVerification","109"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_RefDetailVerification","110"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_LoanandCard","111"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_SmartCheck","112"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_SmartCheck","113"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_NotepadDetails","114"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_Note1","115"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_Note1","116"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_PartnerDetails","117"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GuarantorDetails","118"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_GuarantorDetails","119"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_CardDetails","120"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_FATCA","121"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_KYC","122"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_OECD","123"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_GR_ReferenceDetails","124"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_PartMatch","125"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_PartMatch","126"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_SUPERVISOR","127"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_AuthSignDetails","128"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_AuthSignDetails","129"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_SupplementCardDetails","130"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_PartnerDetails","131"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_CompanyDetails","132"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_CompanyDetails","133"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_CC_Loan","134"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_incomingDoc","135"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_ORIGVAL","136"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_DEC_CAD","137"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_ResiVerification","138"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_BussVerification","139"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_WorldCheck","140"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_CAD_Decision","141"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_EmpVerification","142"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_DECISION","143"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_CardDetails","144"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_ReferenceDetails","145"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_creditturn1","146"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_SIDet","147"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_LienDet","148"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_avgbal","149"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_InwardTT","150"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_DDSreturn","151"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_creditturn","152"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_HCountryVerification","153"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_LiabilityAddition","154"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_Liability_New","155"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_NoteTellog","156"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_cif_detail","157"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_FinacleCRMIncident","158"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_RP_avgNBC","159"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_RP_TRNOVERNBC","160"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_ComplianceRiskRating","161"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_gr_Compliance","162"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_Compliance","163"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_PL_PostDisbursal","164"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_pl_gr_NLC","165"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_pl_gr_ManagersCheque","166"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_PL_gr_CardCollection","167"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_PL_CardCollection","168"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_gr_DECCAD","169"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_DECCAD","170"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_LoanDisbursal","171"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_CCCreation","172"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_LimitInc","173"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_FcuDecision","174"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_cc_gr_ExposureDetails","175"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_cc_gr_DeviationDetails","176"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_OffVerification","177"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_BussVerification_FCU","178"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_CustDetailVerification_FCU","179"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_SmartCheck_FCU","180"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_SmartCheck_FCU","181"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_cc_BankingCheck","182"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_RP_avgbal","183"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_cc_gr_ExternalBlackList","184"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_ExternalBlackList","185"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_GR_NoteTellogFCU","186"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_NoteFCU","187"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_NoteFCU","188"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_gr_CreditCardEnq","189"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_gr_caseHistCheck","190"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_gr_LOS","191"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_CC_LOS","192"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_rp_turnover_new","193"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_pl_gr_LiabilityCertificate","194"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_PL_Gr_BankGuarantee","195"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_GR_OecdDetails","196"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_IncomeDetails","197"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_cardcollection","198"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_blacklist","199"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_BTC","200"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_cardDetailsCRN","201"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_gr_Dispatch","202"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_DISPATCH","203"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_ReferHistory","204"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_ReferHistory","205"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_gr_CCCreation","206"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_KYC","207"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_Listbox_selectedReason","208"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","NG_RLOS_GR_FATCA","209"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_Listbox_ListedReason","210"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_MultipleApplicants","211"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_incomingDocument","212"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_cc_empVerification","213"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_cc_exceptionalAlert","214"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_cc_exceptionalCase","215"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_cc_fieldvisit","216"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_cc_checkList_sp2","217"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_cc_custveri","218"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_FPU_Grid","219"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_DDS","220"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_SI","221"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_rlos_gr_RVC","222"," "," ","0","Y"," ","0"," "
"4","online","local"," "," ","ng_RLOS_gr_InvestmentDetails","223"," "," ","0","Y"," ","0"," "
"4","onLine","local"," "," ","NG_CC_CUSTOMER_CONSENTS","224"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","NG_PL_EXTTABLE","1"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_Application","2"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","Product","3"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_product","4"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_sourceCodes","5"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_ApplicantIndividual","6"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_ApplicantSelfEmployed","7"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_partnerInformation","8"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_address","9"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_workDetail","10"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_income","11"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_customerLiability","12"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_loanDetails","13"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_interestDetail","14"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_repaymentDetails","15"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","DisbursalDetails","16"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_disburdalDetail","17"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_topUpSearch","18"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_insuranceDetail","19"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_repaymentRev1","20"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_documentCollection","21"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_referenceDetail","22"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_notepadDetail","23"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","TelecallingLog","24"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_telecallingLog","25"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_underwriting","26"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_applicantDetail","27"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_abilityIndicators","28"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_IntentIndicators","29"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_pfiInformation","30"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_eligibilityDetails","31"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_deviationHistory1","32"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_mitigants","33"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_forwardedLog","34"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_decisionSheet","35"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_crsBcsVerifiacation","36"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_homeCountryVerification","37"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_businessVerification","38"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ResindenceVerification","39"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_officeMobileVerification","40"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_residenceVerification","41"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_InternalExternal","42"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_financleCrmIncidents","43"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_FinacleCrmCustomerInfo","44"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_directLiabilities","45"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_indirectLiabilities","46"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_finacleCore","47"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_rlsCollections","48"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_omnidocs","49"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_dedSedd","50"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_Crs","51"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_bcs","52"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_rb5","53"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_worldCheck","54"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_mol","55"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_aecb","56"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_aloc","57"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_employerPortfolioSummary","58"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_salaryDetails","59"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_rejectEnquiry","60"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_checkList","61"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_sourceCodes1","62"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_demographicLoanDetail","63"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_disbursalDetails","64"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_collateral","65"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_tradeInDetail","66"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_initialMoneyDeposit","67"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_additionalInfoCards","68"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_pl_cropSq","69"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_le_Customer","70"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_le_Product","71"," "," ","0","Y"," ","0"," "
"5","online","local"," "," ","ng_le_ProductGrid","72"," "," ","0","Y"," ","0"," "
